구분	일자	일시	차량구분	위도	경도
RM	2024-11-30	00:01:20.00	1222985050	36.46195557	127.2769233
RM	2024-11-30	00:01:20.00	1222985050	36.46194387	127.2769362
RM	2024-11-30	00:01:20.00	1222985050	36.4619322	127.2769491
RM	2024-11-30	00:01:20.00	1222985050	36.46192052	127.276962
RM	2024-11-30	00:01:20.00	1222985050	36.46190882	127.2769749
RM	2024-11-30	00:01:20.00	1222985050	36.46189712	127.2769879
RM	2024-11-30	00:01:20.00	1222985050	36.46188541	127.2770009
RM	2024-11-30	00:01:20.00	1222985050	36.46187242	127.2770153
RM	2024-11-30	00:01:20.00	1222985050	36.46186204	127.2770269
RM	2024-11-30	00:01:20.00	1222985050	36.46184906	127.2770413
RM	2024-11-30	00:01:20.00	1222985050	36.46183734	127.2770544
RM	2024-11-30	00:01:20.00	1222985050	36.4618269	127.277066
RM	2024-11-30	00:01:20.00	1222985050	36.46181519	127.2770791
RM	2024-11-30	00:01:20.00	1222985050	36.46180353	127.2770922
RM	2024-11-30	00:01:20.00	1222985050	36.46179186	127.2771053
RM	2024-11-30	00:01:20.00	1222985050	36.46178018	127.2771186
RM	2024-11-30	00:01:20.00	1222985050	36.4617695	127.2771305
RM	2024-11-30	00:01:20.00	1222985050	36.46175779	127.2771436
RM	2024-11-30	00:01:20.00	1222985050	36.46174607	127.2771567
RM	2024-11-30	00:01:20.00	1222985050	36.46173429	127.2771698
RM	2024-11-30	00:01:20.00	1222985050	36.46172245	127.277183
RM	2024-11-30	00:01:20.00	1222985050	36.46170966	127.2771972
RM	2024-11-30	00:01:20.00	1222985050	36.46169795	127.2772101
RM	2024-11-30	00:01:20.00	1222985050	36.46168616	127.2772231
RM	2024-11-30	00:01:20.00	1222985050	36.46167436	127.2772361
RM	2024-11-30	00:01:20.00	1222985050	36.46166261	127.277249
RM	2024-11-30	00:01:20.00	1222985050	36.46165089	127.2772619
RM	2024-11-30	00:01:20.00	1222985050	36.46164021	127.2772735
RM	2024-11-30	00:01:20.00	1222985050	36.46162876	127.277286
RM	2024-11-30	00:01:20.00	1222985050	36.46161708	127.2772988
RM	2024-11-30	00:01:20.00	1222985050	36.46160536	127.2773115
RM	2024-11-30	00:01:20.00	1222985050	36.46159363	127.2773242
RM	2024-11-30	00:01:20.00	1222985050	36.46158186	127.2773369
RM	2024-11-30	00:01:20.00	1222985050	36.46157016	127.2773496
RM	2024-11-30	00:01:20.00	1222985050	36.46155851	127.2773621
RM	2024-11-30	00:01:20.00	1222985050	36.46154685	127.2773746
RM	2024-11-30	00:01:20.00	1222985050	36.46153513	127.2773871
RM	2024-11-30	00:01:20.00	1222985050	36.46152341	127.2773996
RM	2024-11-30	00:01:20.00	1222985050	36.46151168	127.2774121
RM	2024-11-30	00:01:20.00	1222985050	36.46149998	127.2774245
RM	2024-11-30	00:01:20.00	1222985050	36.46148829	127.2774369
RM	2024-11-30	00:01:20.00	1222985050	36.46147664	127.2774492
RM	2024-11-30	00:01:20.00	1222985050	36.46146497	127.2774616
RM	2024-11-30	00:01:20.00	1222985050	36.46145328	127.2774739
RM	2024-11-30	00:01:20.00	1222985050	36.46144158	127.2774862
RM	2024-11-30	00:01:20.00	1222985050	36.46142986	127.2774985
RM	2024-11-30	00:01:20.00	1222985050	36.46141814	127.2775108
RM	2024-11-30	00:01:20.00	1222985050	36.46140641	127.2775229
RM	2024-11-30	00:01:20.00	1222985050	36.46139468	127.2775352
RM	2024-11-30	00:01:20.00	1222985050	36.46138292	127.2775474
RM	2024-11-30	00:01:20.00	1222985050	36.46137116	127.2775596
RM	2024-11-30	00:01:20.00	1222985050	36.4613594	127.2775717
RM	2024-11-30	00:01:20.00	1222985050	36.46134651	127.277585
RM	2024-11-30	00:01:20.00	1222985050	36.46133474	127.2775971
RM	2024-11-30	00:01:20.00	1222985050	36.46132294	127.2776093
RM	2024-11-30	00:01:20.00	1222985050	36.46131114	127.2776214
RM	2024-11-30	00:01:20.00	1222985050	36.46129935	127.2776334
RM	2024-11-30	00:01:20.00	1222985050	36.4612873	127.2776457
RM	2024-11-30	00:01:20.00	1222985050	36.46127549	127.2776578
RM	2024-11-30	00:01:20.00	1222985050	36.46126368	127.2776699
RM	2024-11-30	00:01:20.00	1222985050	36.46125188	127.2776819
RM	2024-11-30	00:01:20.00	1222985050	36.46124005	127.2776939
RM	2024-11-30	00:01:20.00	1222985050	36.46122821	127.2777059
RM	2024-11-30	00:01:20.00	1222985050	36.46121522	127.2777191
RM	2024-11-30	00:01:20.00	1222985050	36.46120339	127.2777311
RM	2024-11-30	00:01:20.00	1222985050	36.46119158	127.2777431
RM	2024-11-30	00:01:20.00	1222985050	36.46117977	127.2777552
RM	2024-11-30	00:01:20.00	1222985050	36.46116799	127.2777673
RM	2024-11-30	00:01:20.00	1222985050	36.46115624	127.2777793
RM	2024-11-30	00:01:20.00	1222985050	36.46114581	127.2777901
RM	2024-11-30	00:01:20.00	1222985050	36.46113287	127.2778034
RM	2024-11-30	00:01:20.00	1222985050	36.46112112	127.2778156
RM	2024-11-30	00:01:20.00	1222985050	36.46111055	127.2778265
RM	2024-11-30	00:01:20.00	1222985050	36.4610988	127.2778387
RM	2024-11-30	00:01:20.00	1222985050	36.46108705	127.2778508
RM	2024-11-30	00:01:20.00	1222985050	36.46107531	127.2778631
RM	2024-11-30	00:01:20.00	1222985050	36.46106355	127.2778753
RM	2024-11-30	00:01:20.00	1222985050	36.46105181	127.2778876
RM	2024-11-30	00:01:20.00	1222985050	36.46104011	127.2778999
RM	2024-11-30	00:01:20.00	1222985050	36.4610283	127.2779121
RM	2024-11-30	00:01:20.00	1222985050	36.4610165	127.2779244
RM	2024-11-30	00:01:20.00	1222985050	36.46100472	127.2779368
RM	2024-11-30	00:01:20.00	1222985050	36.46099304	127.277949
RM	2024-11-30	00:01:20.00	1222985050	36.46098142	127.2779612
RM	2024-11-30	00:01:20.00	1222985050	36.46096972	127.2779735
RM	2024-11-30	00:01:20.00	1222985050	36.46095793	127.277986
RM	2024-11-30	00:01:20.00	1222985050	36.46094615	127.2779983
RM	2024-11-30	00:01:20.00	1222985050	36.46093441	127.2780107
RM	2024-11-30	00:01:20.00	1222985050	36.46092273	127.2780229
RM	2024-11-30	00:01:20.00	1222985050	36.46091102	127.2780351
RM	2024-11-30	00:01:20.00	1222985050	36.46089923	127.2780475
RM	2024-11-30	00:01:20.00	1222985050	36.46088856	127.2780585
RM	2024-11-30	00:01:20.00	1222985050	36.4608779	127.2780696
RM	2024-11-30	00:01:20.00	1222985050	36.46086609	127.2780818
RM	2024-11-30	00:01:20.00	1222985050	36.46085533	127.2780928
RM	2024-11-30	00:01:20.00	1222985050	36.46084348	127.278105
RM	2024-11-30	00:01:20.00	1222985050	36.46083174	127.2781172
RM	2024-11-30	00:01:20.00	1222985050	36.46081989	127.2781295
RM	2024-11-30	00:01:20.00	1222985050	36.46080805	127.2781417
RM	2024-11-30	00:01:20.00	1222985050	36.46079742	127.2781528
RM	2024-11-30	00:01:20.00	1222985050	36.46078559	127.278165
RM	2024-11-30	00:01:20.00	1222985050	36.46077385	127.2781772
RM	2024-11-30	00:01:20.00	1222985050	36.460762	127.2781895
RM	2024-11-30	00:01:20.00	1222985050	36.46075005	127.2782018
RM	2024-11-30	00:01:20.00	1222985050	36.460738	127.2782144
RM	2024-11-30	00:01:20.00	1222985050	36.46072626	127.2782265
RM	2024-11-30	00:01:20.00	1222985050	36.46071442	127.2782388
RM	2024-11-30	00:01:20.00	1222985050	36.46070248	127.2782512
RM	2024-11-30	00:01:20.00	1222985050	36.46069041	127.2782636
RM	2024-11-30	00:01:20.00	1222985050	36.46067711	127.2782772
RM	2024-11-30	00:01:20.00	1222985050	36.46066505	127.2782895
RM	2024-11-30	00:01:20.00	1222985050	36.46065303	127.2783019
RM	2024-11-30	00:01:20.00	1222985050	36.46064102	127.2783142
RM	2024-11-30	00:01:20.00	1222985050	36.46062898	127.2783266
RM	2024-11-30	00:01:20.00	1222985050	36.46061695	127.278339
RM	2024-11-30	00:01:20.00	1222985050	36.46060491	127.2783515
RM	2024-11-30	00:01:20.00	1222985050	36.46059285	127.2783638
RM	2024-11-30	00:01:20.00	1222985050	36.46058082	127.2783762
RM	2024-11-30	00:01:20.00	1222985050	36.46056878	127.2783886
RM	2024-11-30	00:01:20.00	1222985050	36.46055677	127.2784011
RM	2024-11-30	00:01:20.00	1222985050	36.46054474	127.2784135
RM	2024-11-30	00:01:20.00	1222985050	36.46053271	127.2784259
RM	2024-11-30	00:01:20.00	1222985050	36.46051945	127.2784396
RM	2024-11-30	00:01:20.00	1222985050	36.4605086	127.2784508
RM	2024-11-30	00:01:20.00	1222985050	36.46049654	127.2784632
RM	2024-11-30	00:01:20.00	1222985050	36.46048444	127.2784756
RM	2024-11-30	00:01:20.00	1222985050	36.46047238	127.278488
RM	2024-11-30	00:01:20.00	1222985050	36.46046025	127.2785005
RM	2024-11-30	00:01:20.00	1222985050	36.46044808	127.278513
RM	2024-11-30	00:01:20.00	1222985050	36.46043593	127.2785254
RM	2024-11-30	00:01:20.00	1222985050	36.46042375	127.2785378
RM	2024-11-30	00:01:20.00	1222985050	36.46041158	127.2785503
RM	2024-11-30	00:01:20.00	1222985050	36.46039942	127.2785628
RM	2024-11-30	00:01:20.00	1222985050	36.46038605	127.2785765
RM	2024-11-30	00:01:20.00	1222985050	36.46037394	127.2785889
RM	2024-11-30	00:01:20.00	1222985050	36.46036183	127.2786014
RM	2024-11-30	00:01:20.00	1222985050	36.46034973	127.2786138
RM	2024-11-30	00:01:20.00	1222985050	36.46033648	127.2786276
RM	2024-11-30	00:01:20.00	1222985050	36.46032452	127.2786401
RM	2024-11-30	00:01:20.00	1222985050	36.46031252	127.2786526
RM	2024-11-30	00:01:20.00	1222985050	36.46029934	127.2786663
RM	2024-11-30	00:01:20.00	1222985050	36.46028738	127.2786788
RM	2024-11-30	00:01:20.00	1222985050	36.46027543	127.2786913
RM	2024-11-30	00:01:20.00	1222985050	36.46026347	127.2787037
RM	2024-11-30	00:01:20.00	1222985050	36.46025153	127.2787161
RM	2024-11-30	00:01:20.00	1222985050	36.46023845	127.2787297
RM	2024-11-30	00:01:20.00	1222985050	36.46022653	127.2787421
RM	2024-11-30	00:01:20.00	1222985050	36.46021465	127.2787544
RM	2024-11-30	00:01:20.00	1222985050	36.46020278	127.2787667
RM	2024-11-30	00:01:20.00	1222985050	36.46019096	127.278779
RM	2024-11-30	00:01:20.00	1222985050	36.46017912	127.2787913
RM	2024-11-30	00:01:20.00	1222985050	36.46016728	127.2788035
RM	2024-11-30	00:01:20.00	1222985050	36.4601555	127.2788158
RM	2024-11-30	00:01:20.00	1222985050	36.46014371	127.278828
RM	2024-11-30	00:01:20.00	1222985050	36.46013195	127.2788401
RM	2024-11-30	00:01:20.00	1222985050	36.46012021	127.2788522
RM	2024-11-30	00:01:20.00	1222985050	36.46010847	127.2788642
RM	2024-11-30	00:01:20.00	1222985050	36.46009551	127.2788776
RM	2024-11-30	00:01:20.00	1222985050	36.46008377	127.2788897
RM	2024-11-30	00:01:20.00	1222985050	36.46007205	127.2789018
RM	2024-11-30	00:01:20.00	1222985050	36.46006032	127.2789139
RM	2024-11-30	00:01:20.00	1222985050	36.46004857	127.2789261
RM	2024-11-30	00:01:20.00	1222985050	36.46003685	127.2789382
RM	2024-11-30	00:01:20.00	1222985050	36.46002517	127.2789503
RM	2024-11-30	00:01:20.00	1222985050	36.46001346	127.2789624
RM	2024-11-30	00:01:20.00	1222985050	36.46000177	127.2789745
RM	2024-11-30	00:01:20.00	1222985050	36.45999013	127.2789865
RM	2024-11-30	00:01:20.00	1222985050	36.45997848	127.2789984
RM	2024-11-30	00:01:20.00	1222985050	36.45996678	127.2790105
RM	2024-11-30	00:01:20.00	1222985050	36.4599551	127.2790226
RM	2024-11-30	00:01:20.00	1222985050	36.45994341	127.2790347
RM	2024-11-30	00:01:20.00	1222985050	36.45993171	127.2790468
RM	2024-11-30	00:01:20.00	1222985050	36.45992002	127.2790588
RM	2024-11-30	00:01:20.00	1222985050	36.45990719	127.2790721
RM	2024-11-30	00:01:20.00	1222985050	36.45989551	127.2790842
RM	2024-11-30	00:01:20.00	1222985050	36.45988392	127.2790962
RM	2024-11-30	00:01:20.00	1222985050	36.45987232	127.2791083
RM	2024-11-30	00:01:20.00	1222985050	36.45986067	127.2791204
RM	2024-11-30	00:01:20.00	1222985050	36.45984899	127.2791325
RM	2024-11-30	00:01:20.00	1222985050	36.45983726	127.2791446
RM	2024-11-30	00:01:20.00	1222985050	36.45982555	127.2791567
RM	2024-11-30	00:01:20.00	1222985050	36.45981268	127.27917
RM	2024-11-30	00:01:20.00	1222985050	36.4598009	127.2791821
RM	2024-11-30	00:01:20.00	1222985050	36.45978911	127.2791943
RM	2024-11-30	00:01:20.00	1222985050	36.45977733	127.2792065
RM	2024-11-30	00:01:20.00	1222985050	36.45976553	127.2792187
RM	2024-11-30	00:01:20.00	1222985050	36.45975374	127.2792309
RM	2024-11-30	00:01:20.00	1222985050	36.45974191	127.2792431
RM	2024-11-30	00:01:20.00	1222985050	36.45973017	127.2792553
RM	2024-11-30	00:01:20.00	1222985050	36.45971835	127.2792675
RM	2024-11-30	00:01:20.00	1222985050	36.45970655	127.2792797
RM	2024-11-30	00:01:20.00	1222985050	36.45969479	127.279292
RM	2024-11-30	00:01:20.00	1222985050	36.45968305	127.2793042
RM	2024-11-30	00:01:20.00	1222985050	36.45967132	127.2793164
RM	2024-11-30	00:01:20.00	1222985050	36.45965964	127.2793286
RM	2024-11-30	00:01:20.00	1222985050	36.45964796	127.2793408
RM	2024-11-30	00:01:20.00	1222985050	36.45963628	127.2793529
RM	2024-11-30	00:01:20.00	1222985050	36.45962459	127.2793651
RM	2024-11-30	00:01:20.00	1222985050	36.45961408	127.279376
RM	2024-11-30	00:01:20.00	1222985050	36.45960125	127.2793893
RM	2024-11-30	00:01:20.00	1222985050	36.4595896	127.2794015
RM	2024-11-30	00:01:20.00	1222985050	36.45957795	127.2794136
RM	2024-11-30	00:01:20.00	1222985050	36.45956633	127.2794257
RM	2024-11-30	00:01:20.00	1222985050	36.45955469	127.2794378
RM	2024-11-30	00:01:20.00	1222985050	36.45954308	127.2794499
RM	2024-11-30	00:01:20.00	1222985050	36.45953148	127.2794619
RM	2024-11-30	00:01:20.00	1222985050	36.45951986	127.279474
RM	2024-11-30	00:01:20.00	1222985050	36.45950824	127.2794861
RM	2024-11-30	00:01:20.00	1222985050	36.45949666	127.2794982
RM	2024-11-30	00:01:20.00	1222985050	36.45948507	127.2795102
RM	2024-11-30	00:01:20.00	1222985050	36.4594735	127.2795222
RM	2024-11-30	00:01:20.00	1222985050	36.45946194	127.2795342
RM	2024-11-30	00:01:20.00	1222985050	36.45945036	127.2795463
RM	2024-11-30	00:01:20.00	1222985050	36.45943993	127.2795571
RM	2024-11-30	00:01:20.00	1222985050	36.45942833	127.279569
RM	2024-11-30	00:01:20.00	1222985050	36.45941674	127.279581
RM	2024-11-30	00:01:20.00	1222985050	36.45940515	127.279593
RM	2024-11-30	00:01:20.00	1222985050	36.45939358	127.2796049
RM	2024-11-30	00:01:20.00	1222985050	36.45938197	127.2796168
RM	2024-11-30	00:01:20.00	1222985050	36.45937037	127.2796287
RM	2024-11-30	00:01:20.00	1222985050	36.45935876	127.2796406
RM	2024-11-30	00:01:20.00	1222985050	36.45934719	127.2796525
RM	2024-11-30	00:01:20.00	1222985050	36.45933676	127.2796631
RM	2024-11-30	00:01:20.00	1222985050	36.45932516	127.279675
RM	2024-11-30	00:01:20.00	1222985050	36.45931358	127.2796868
RM	2024-11-30	00:01:20.00	1222985050	36.45930203	127.2796987
RM	2024-11-30	00:01:20.00	1222985050	36.45929047	127.2797107
RM	2024-11-30	00:01:20.00	1222985050	36.45927893	127.2797226
RM	2024-11-30	00:01:20.00	1222985050	36.45926738	127.2797344
RM	2024-11-30	00:01:20.00	1222985050	36.45925583	127.2797463
RM	2024-11-30	00:01:20.00	1222985050	36.45924428	127.2797582
RM	2024-11-30	00:01:20.00	1222985050	36.45923153	127.2797713
RM	2024-11-30	00:01:20.00	1222985050	36.45921993	127.2797832
RM	2024-11-30	00:01:20.00	1222985050	36.45920831	127.2797951
RM	2024-11-30	00:01:20.00	1222985050	36.45919553	127.2798083
RM	2024-11-30	00:01:20.00	1222985050	36.45918389	127.2798202
RM	2024-11-30	00:01:20.00	1222985050	36.45917223	127.2798321
RM	2024-11-30	00:01:20.00	1222985050	36.45910322	127.2799332
RM	2024-11-30	00:01:20.00	1222985050	36.45916055	127.2798441
RM	2024-11-30	00:01:20.00	1222985050	36.45908784	127.279948
RM	2024-11-30	00:01:20.00	1222985050	36.4591477	127.2798572
RM	2024-11-30	00:01:20.00	1222985050	36.45907365	127.2799616
RM	2024-11-30	00:01:20.00	1222985050	36.459136	127.2798691
RM	2024-11-30	00:01:20.00	1222985050	36.45905691	127.279978
RM	2024-11-30	00:01:20.00	1222985050	36.45912431	127.2798811
RM	2024-11-30	00:01:20.00	1222985050	36.45904117	127.2799934
RM	2024-11-30	00:01:20.00	1222985050	36.45911145	127.2798942
RM	2024-11-30	00:01:20.00	1222985050	36.45902364	127.2800098
RM	2024-11-30	00:01:20.00	1222985050	36.45909978	127.2799062
RM	2024-11-30	00:01:20.00	1222985050	36.45900994	127.2800231
RM	2024-11-30	00:01:20.00	1222985050	36.4590881	127.2799182
RM	2024-11-30	00:01:20.00	1222985050	36.45899468	127.2800381
RM	2024-11-30	00:01:20.00	1222985050	36.4590753	127.2799314
RM	2024-11-30	00:01:20.00	1222985050	36.45897674	127.2800549
RM	2024-11-30	00:01:20.00	1222985050	36.45906362	127.2799434
RM	2024-11-30	00:01:20.00	1222985050	36.45896272	127.2800686
RM	2024-11-30	00:01:20.00	1222985050	36.45905208	127.2799554
RM	2024-11-30	00:01:20.00	1222985050	36.45894483	127.2800855
RM	2024-11-30	00:01:20.00	1222985050	36.45904049	127.2799674
RM	2024-11-30	00:01:20.00	1222985050	36.45892858	127.2801013
RM	2024-11-30	00:01:20.00	1222985050	36.45902763	127.2799806
RM	2024-11-30	00:01:20.00	1222985050	36.4589144	127.280115
RM	2024-11-30	00:01:20.00	1222985050	36.459016	127.2799927
RM	2024-11-30	00:01:20.00	1222985050	36.4588964	127.2801318
RM	2024-11-30	00:01:20.00	1222985050	36.45900434	127.2800048
RM	2024-11-30	00:01:20.00	1222985050	36.45888175	127.280146
RM	2024-11-30	00:01:20.00	1222985050	36.45899267	127.2800168
RM	2024-11-30	00:01:20.00	1222985050	36.45886711	127.2801601
RM	2024-11-30	00:01:20.00	1222985050	36.45898101	127.2800288
RM	2024-11-30	00:01:20.00	1222985050	36.45884904	127.2801769
RM	2024-11-30	00:01:20.00	1222985050	36.4589693	127.2800409
RM	2024-11-30	00:01:20.00	1222985050	36.45883474	127.2801907
RM	2024-11-30	00:01:20.00	1222985050	36.45895755	127.280053
RM	2024-11-30	00:01:20.00	1222985050	36.45882047	127.2802045
RM	2024-11-30	00:01:20.00	1222985050	36.45894583	127.2800651
RM	2024-11-30	00:01:20.00	1222985050	36.45880303	127.2802208
RM	2024-11-30	00:01:20.00	1222985050	36.4589343	127.2800772
RM	2024-11-30	00:01:20.00	1222985050	36.45878918	127.2802351
RM	2024-11-30	00:01:20.00	1222985050	36.45892263	127.2800893
RM	2024-11-30	00:01:20.00	1222985050	36.45877487	127.280249
RM	2024-11-30	00:01:20.00	1222985050	36.45891087	127.2801014
RM	2024-11-30	00:01:20.00	1222985050	36.45875795	127.2802645
RM	2024-11-30	00:01:20.00	1222985050	36.45889903	127.2801136
RM	2024-11-30	00:01:20.00	1222985050	36.45874345	127.2802793
RM	2024-11-30	00:01:20.00	1222985050	36.45888716	127.2801257
RM	2024-11-30	00:01:20.00	1222985050	36.45872644	127.2802958
RM	2024-11-30	00:01:20.00	1222985050	36.45887528	127.2801379
RM	2024-11-30	00:01:20.00	1222985050	36.458712	127.2803097
RM	2024-11-30	00:01:20.00	1222985050	36.45886339	127.2801502
RM	2024-11-30	00:01:20.00	1222985050	36.45869747	127.2803246
RM	2024-11-30	00:01:20.00	1222985050	36.45885147	127.2801624
RM	2024-11-30	00:01:20.00	1222985050	36.45867937	127.2803423
RM	2024-11-30	00:01:20.00	1222985050	36.45883849	127.2801757
RM	2024-11-30	00:01:20.00	1222985050	36.45866527	127.2803567
RM	2024-11-30	00:01:20.00	1222985050	36.45882657	127.2801879
RM	2024-11-30	00:01:20.00	1222985050	36.45865035	127.280371
RM	2024-11-30	00:01:20.00	1222985050	36.45881464	127.2802001
RM	2024-11-30	00:01:20.00	1222985050	36.45863243	127.2803893
RM	2024-11-30	00:01:20.00	1222985050	36.4588015	127.2802136
RM	2024-11-30	00:01:20.00	1222985050	36.45861714	127.280405
RM	2024-11-30	00:01:20.00	1222985050	36.45878839	127.280227
RM	2024-11-30	00:01:20.00	1222985050	36.45866322	127.2803063
RM	2024-11-30	00:01:20.00	1222985050	36.45860087	127.2804217
RM	2024-11-30	00:01:20.00	1222985050	36.45877645	127.2802392
RM	2024-11-30	00:01:20.00	1222985050	36.45865293	127.2803177
RM	2024-11-30	00:01:20.00	1222985050	36.45858681	127.2804351
RM	2024-11-30	00:01:20.00	1222985050	36.45876451	127.2802514
RM	2024-11-30	00:01:20.00	1222985050	36.45864173	127.28033
RM	2024-11-30	00:01:20.00	1222985050	36.4585722	127.28045
RM	2024-11-30	00:01:20.00	1222985050	36.45875254	127.2802637
RM	2024-11-30	00:01:20.00	1222985050	36.4586276	127.2803454
RM	2024-11-30	00:01:20.00	1222985050	36.45855509	127.2804675
RM	2024-11-30	00:01:20.00	1222985050	36.45873935	127.2802772
RM	2024-11-30	00:01:20.00	1222985050	36.45861474	127.2803586
RM	2024-11-30	00:01:20.00	1222985050	36.4585405	127.2804824
RM	2024-11-30	00:01:20.00	1222985050	36.45872736	127.2802895
RM	2024-11-30	00:01:20.00	1222985050	36.45860056	127.2803731
RM	2024-11-30	00:01:20.00	1222985050	36.45852373	127.2804996
RM	2024-11-30	00:01:20.00	1222985050	36.45871533	127.2803017
RM	2024-11-30	00:01:20.00	1222985050	36.45858845	127.2803864
RM	2024-11-30	00:01:20.00	1222985050	36.45850999	127.2805137
RM	2024-11-30	00:01:20.00	1222985050	36.45870328	127.280314
RM	2024-11-30	00:01:20.00	1222985050	36.45857435	127.2804009
RM	2024-11-30	00:01:20.00	1222985050	36.45849461	127.2805296
RM	2024-11-30	00:01:20.00	1222985050	36.45869004	127.2803276
RM	2024-11-30	00:01:20.00	1222985050	36.45855972	127.280416
RM	2024-11-30	00:01:20.00	1222985050	36.45847785	127.280547
RM	2024-11-30	00:01:20.00	1222985050	36.45867799	127.28034
RM	2024-11-30	00:01:20.00	1222985050	36.45854671	127.2804303
RM	2024-11-30	00:01:20.00	1222985050	36.45846358	127.2805626
RM	2024-11-30	00:01:20.00	1222985050	36.4586659	127.2803524
RM	2024-11-30	00:01:20.00	1222985050	36.45853256	127.2804449
RM	2024-11-30	00:01:20.00	1222985050	36.45844817	127.2805786
RM	2024-11-30	00:01:20.00	1222985050	36.45865259	127.280366
RM	2024-11-30	00:01:20.00	1222985050	36.45851791	127.28046
RM	2024-11-30	00:01:20.00	1222985050	36.45843138	127.280596
RM	2024-11-30	00:01:20.00	1222985050	36.45864051	127.2803784
RM	2024-11-30	00:01:20.00	1222985050	36.45850454	127.2804738
RM	2024-11-30	00:01:20.00	1222985050	36.45841761	127.2806103
RM	2024-11-30	00:01:20.00	1222985050	36.45862842	127.2803908
RM	2024-11-30	00:01:20.00	1222985050	36.45848988	127.2804889
RM	2024-11-30	00:01:20.00	1222985050	36.4584004	127.2806281
RM	2024-11-30	00:01:20.00	1222985050	36.45861632	127.2804033
RM	2024-11-30	00:01:20.00	1222985050	36.45847653	127.2805028
